k_input_replenishment,ef_inputs_capacity,ef_complexity_support,alpha_complexity_saturation,k_cost_complexity,k_capacity_drain,k_complexity_growth,k_complexity_decay,k_burden_accumulation,k_burden_reduction,k_burden_from_complexity,k_integrity_gain,k_integrity_loss_burden,k_integrity_loss_inputs,run_id
0.7290336698955412,0.572748312428639,1.3216734238305232,0.9612463760061404,1.414153907138088,0.6106536257590527,0.667367284191261,0.8548655842966109,0.5977294848378364,1.4033152492817471,1.48204139559764,1.247121289371552,1.2587293461550733,1.1618541856140614,1
0.9809853713641662,0.5358290339806339,0.7364975678252266,0.9379776639970645,1.071096707562801,0.7227194494491409,1.4685418790190572,1.4276317593416814,0.8412010709081834,0.9509785991936105,1.2511244172605878,1.2636536794140891,0.5042360016212566,0.6957449202265614,2
1.3088147590380825,0.6051919484176399,0.5316525301152951,0.8266843915865122,1.220303868626348,1.143980892749394,0.9480399964837003,0.8735418250333411,0.5831962575646894,0.5537061201722326,0.6968275414403975,1.4387145245623505,1.340652042212077,0.6565188839818711,3
0.902834124095232,0.522872921636564,1.4019472491229923,0.6034229453169992,1.3096908664815614,0.6055532367054209,0.7586517565386844,0.7152917361454664,1.012563960411536,1.3774106759963423,0.7619833378846325,1.1458436084126071,1.1093533937057507,0.6186132560735965,4
0.581158765494153,1.2717481223922138,1.295905732278054,1.3769747216383625,0.563006962089861,1.2997519276601528,1.0578603599157534,1.2114640165737565,0.7205204164777685,1.1940239984778975,1.022129988168006,0.6499141885482232,1.2609349261478537,0.75754500758487,5
0.893824008286166,0.7090539786520045,1.041177241707931,1.1822106005008153,1.2722246270047912,1.323809430661848,0.559633683632256,0.9304859403442232,0.6192741695601552,1.1230810988706086,1.124898224811129,1.055218270383346,0.6427397483979813,1.1040708763175475,6
1.2909839188494086,0.9321153319850315,1.080480018375035,0.8825352454247328,0.9945996266877413,0.995940482284961,1.252373663426612,1.3093016375112612,1.2842927757804727,0.7287855840576237,1.42918015159066,1.4142508854824523,0.664121861280214,1.1506877535485471,7
0.7154398151065583,1.4201343300332194,0.6311987316068801,0.7168715742144313,0.8841894595697942,0.9595392153875056,1.0221207048565955,1.0914238565345706,1.1434823806700396,1.4391459236416386,0.6081377199790705,1.2975159493334667,0.541772587599769,0.7466371466405364,8
1.2207942511180647,1.2437878678840728,1.4447927199805248,0.6720686387772119,0.5792024848135194,0.5098157748590556,0.5640620356124011,1.25602014400217,0.7740699445719295,0.6604832947783357,0.6440316427014072,1.1996615771480443,1.0133032805315363,1.4534983449425072,9
1.0457606030607751,1.343172866852695,0.7688931227556504,1.4702749360906542,0.7863886454762505,1.474333688384815,0.7025125681912917,0.8938247463954396,1.2632431926631493,0.5695167593606313,1.37394175345292,1.2848554104768497,1.1256417310811297,1.3993138346566738,10
1.2739653420849,0.6927552049937372,0.7966834463886954,1.3873116735516828,0.9168157325282078,1.132417243569451,1.236244111731862,0.5959658933090801,0.5378421042547873,1.1862902917904168,1.3045699314396793,0.5579031689881823,0.6135910066316271,1.4993632072529088,11
1.0896623255797793,0.569601815019121,0.9511816314599217,1.3391883622897636,1.465574835060786,0.5289628834542185,1.1143693244096213,0.8413613505887625,1.2418186754322875,0.6841484282816646,0.9830226440129921,1.3835579216172478,0.7830209452923865,0.7827900454246208,12
1.146250327446398,1.3315688815526856,1.2249481638652,1.1396004361886263,1.2035995024780748,1.3448739882226732,0.5096999353158679,1.015909900993472,1.3842701808622166,0.6959220167701031,0.968286852578174,1.3626123829971721,1.365896111005437,0.8893816999314255,13
1.2524935063033427,0.9051822289504621,1.0605068463431107,0.8006025936875458,1.3870921888830199,0.9673227488643599,0.9532677838122918,1.241812369597604,0.8069298938292067,1.4794889823119142,0.9077803743253604,0.9710095427659599,0.919401743579866,1.0271565572145698,14
1.490113861390661,1.461895586049385,0.5249117341683635,0.7581658425442108,1.4025302999149116,1.3351573139771615,1.29457777522601,1.345498317509088,0.9621892423555507,0.5006741228056363,0.7983971598339521,0.6865944449985212,1.3206167974083,0.7386684663013994,15
1.217802328341349,1.3775461407021332,1.4283539705393535,0.6300784012883918,1.000847899028472,0.6385977760632994,0.6702891843924155,1.1479383169142232,0.9058382278569816,0.7198945456659491,0.675974060296594,1.0942837789637951,1.4165472190081672,0.8739417383020263,16
1.347139060867287,1.0099540915228906,0.5501612144611339,0.7060076753925888,0.69417221746221,0.916391495781399,0.5378665778203927,0.9233021884954338,1.4351928004458343,1.228920645313015,1.4115827776314624,0.7488853772488362,0.6909573758093109,1.324508046012948,17
