k_resources:X,ef_economy_resources_on_prod:X,ef_bureaucracy_on_prod:X,k_deprec:X,ef_pollution_on_depreciation:X,k_bureaucracy:X,ef_economy_on_bureaucracy:X,k_decay_bureaucracy:X,ef_pollution_on_bureaucracy:X,k_pollution:X,k_pollution_decay:X,run_id
1.392903366989554,0.7402748312428639,1.1071673423830521,1.4671246376006142,1.4394153907138088,0.8900653625759053,0.6827367284191261,1.156486558429661,0.6207729484837836,1.2763315249281748,0.699204139559764,1
0.7127121289371552,1.4338729346155072,1.264185418561406,0.8960985371364166,0.9745829033980633,1.0996497567825227,1.4477977663997064,0.5811096707562801,1.020271944944914,1.4398541879019056,1.142763175934168,2
0.8751201070908183,1.345097859919361,0.6901124417260588,1.081365367941409,1.1934236001621257,1.2775744920226562,0.8488814759038082,0.992519194841764,0.9641652530115294,0.9736684391586512,0.8700303868626348,3
1.3233980892749395,1.0738039996483701,1.060354182503334,0.8543196257564689,1.3103706120172234,1.1236827541440397,1.350871452456235,1.2340652042212077,0.9116518883981871,0.8052834124095232,0.7282872921636564,4
1.0331947249122992,0.6953422945316999,0.6309690866481561,1.306555323670542,1.0808651756538685,0.5595291736145467,0.5402563960411536,1.2287410675996342,1.4561983337884632,1.3905843608412607,0.5029353393705751,5
1.0838613256073595,0.5161158765494153,0.8821748122392215,0.5005905732278054,1.0556974721638364,0.790300696208986,0.6709751927660152,0.8717860359915754,0.6931464016573756,0.9180520416477769,0.5034023998477898,6
0.8042129988168006,0.8059914188548223,0.9450934926147854,0.562754500758487,1.1333824008286166,1.2559053978652006,0.5071177241707931,1.1792210600500814,0.7742224627004791,0.9553809430661848,0.7119633683632256,7
1.1840485940344223,1.1549274169560153,0.7813081098870609,1.0354898224811129,0.9115218270383346,1.316273974839798,0.6634070876317548,0.6970983918849408,0.8472115331985032,1.0990480018375035,1.3572535245424733,8
1.421459962668774,0.7255940482284962,0.9562373663426612,1.446930163751126,1.4624292775780474,1.2528785584057625,1.363918015159066,0.5574250885482452,0.7254121861280214,0.5470687753548548,0.6825439815106558,9
1.1520134330033218,0.664119873160688,1.0426871574214431,0.6084189459569794,1.2389539215387506,1.0722120704856595,1.084142385653457,1.2203482380670039,1.398914592364164,0.6318137719979071,0.6547515949333467,10
1.046177258759977,1.0256637146640535,0.6930794251118065,1.4003787867884072,0.5734792719980525,0.9992068638777212,1.159920248481352,0.6159815774859055,1.19140620356124,1.320602014400217,1.322406994457193,11
0.7210483294778336,1.3594031642701405,1.1809661577148045,1.3163303280531538,0.7083498344942507,1.0715760603060773,0.9663172866852695,1.104889312275565,1.4590274936090655,1.238638864547625,1.0814333688384816,12
0.5042512568191292,0.5623824746395439,1.207324319266315,1.470951675936063,1.402394175345292,0.7044855410476849,0.713564173108113,0.6369313834656674,1.11639653420849,0.5732755204993737,0.7056683446388695,13
1.0937311673551684,1.1876815732528208,0.5082417243569451,1.3996244111731864,1.4335965893309082,0.9487842104254787,0.8376290291790417,0.752456993143968,0.9957903168988183,0.5883591006631628,0.7829363207252908,14
